År,Region,Effektklass,Solcellsanläggningar, Antal Installerad effekt (MW)
2019,0687 Tranås,20 kW - 1 000 kW,16,0.94
2019,0687 Tranås,> 1 000 kW,0,0
2019,0687 Tranås,Totalt,102,1.68
2019,0760 Uppvidinge,< 20 kw,78,0.8
2019,0760 Uppvidinge,20 kW - 1 000 kW,10,0.65
2019,0760 Uppvidinge,> 1 000 kW,0,0
2019,0760 Uppvidinge,Totalt,88,1.45
2019,0761 Lessebo,< 20 kw,44,0.41
2019,0761 Lessebo,20 kW - 1 000 kW,3,0.14
2019,0761 Lessebo,> 1 000 kW,0,0
2019,0761 Lessebo,Totalt,47,0.55
2019,0763 Tingsryd,< 20 kw,155,1.54
2019,0763 Tingsryd,20 kW - 1 000 kW,14,0.76
2019,0763 Tingsryd,> 1 000 kW,0,0
2019,0763 Tingsryd,Totalt,169,2.3
2019,0764 Alvesta,< 20 kw,116,1.18
2019,0764 Alvesta,20 kW - 1 000 kW,17,1.07
2019,0764 Alvesta,> 1 000 kW,0,0
2019,0764 Alvesta,Totalt,133,2.25
2019,0765 Älmhult,< 20 kw,137,1.34
2019,0765 Älmhult,20 kW - 1 000 kW,7,0.49
2019,0765 Älmhult,> 1 000 kW,0,0
2019,0765 Älmhult,Totalt,144,1.83
2019,0767 Markaryd,< 20 kw,65,0.61
2019,0767 Markaryd,20 kW - 1 000 kW,3,0.09
2019,0767 Markaryd,> 1 000 kW,0,0
2019,0767 Markaryd,Totalt,68,0.7
2019,0780 Växjö,< 20 kw,368,3.23
2019,0780 Växjö,20 kW - 1 000 kW,48,2.13
2019,0780 Växjö,> 1 000 kW,0,0
2019,0780 Växjö,Totalt,416,5.36
2019,0781 Ljungby,< 20 kw,181,1.78
2019,0781 Ljungby,20 kW - 1 000 kW,23,1.25
2019,0781 Ljungby,> 1 000 kW,0,0
2019,0781 Ljungby,Totalt,204,3.03
2019,0821 Högsby,< 20 kw,21,0.19
2019,0821 Högsby,20 kW - 1 000 kW,3,0.09
2019,0821 Högsby,> 1 000 kW,0,0
2019,0821 Högsby,Totalt,24,0.27
2019,0834 Torsås,< 20 kw,62,0.57
2019,0834 Torsås,20 kW - 1 000 kW,5,0.15
2019,0834 Torsås,> 1 000 kW,0,0
2019,0834 Torsås,Totalt,67,0.72
2019,0840 Mörbylånga,< 20 kw,162,1.38
2019,0840 Mörbylånga,20 kW - 1 000 kW,19,0.82
2019,0840 Mörbylånga,> 1 000 kW,0,0
2019,0840 Mörbylånga,Totalt,181,2.21
2019,0860 Hultsfred,< 20 kw,..,..
2019,0860 Hultsfred,20 kW - 1 000 kW,6,0.2
2019,0860 Hultsfred,> 1 000 kW,0,0
2019,0860 Hultsfred,Totalt,..,..
2019,0861 Mönsterås,< 20 kw,..,..
2019,0861 Mönsterås,20 kW - 1 000 kW,..,..
2019,0861 Mönsterås,> 1 000 kW,0,0
2019,0861 Mönsterås,Totalt,60,1.31
2019,0862 Emmaboda,< 20 kw,42,0.38
2019,0862 Emmaboda,20 kW - 1 000 kW,3,0.12
2019,0862 Emmaboda,> 1 000 kW,0,0
2019,0862 Emmaboda,Totalt,45,0.49
2019,0880 Kalmar,< 20 kw,270,2.15
2019,0880 Kalmar,20 kW - 1 000 kW,48,3.39
2019,0880 Kalmar,> 1 000 kW,1,1.5
2019,0880 Kalmar,Totalt,319,7.04
2019,0881 Nybro,< 20 kw,65,0.67
2019,0881 Nybro,20 kW - 1 000 kW,9,0.62
2019,0881 Nybro,> 1 000 kW,1,1.19
2019,0881 Nybro,Totalt,75,2.47
2019,0882 Oskarshamn,< 20 kw,113,1.03
2019,0882 Oskarshamn,20 kW - 1 000 kW,8,0.2
2019,0882 Oskarshamn,> 1 000 kW,0,0
2019,0882 Oskarshamn,Totalt,121,1.22
2019,0883 Västervik,< 20 kw,226,2
2019,0883 Västervik,20 kW - 1 000 kW,40,1.67
2019,0883 Västervik,> 1 000 kW,0,0
2019,0883 Västervik,Totalt,266,3.67
2019,0884 Vimmerby,< 20 kw,71,0.67
2019,0884 Vimmerby,20 kW - 1 000 kW,16,1.29
2019,0884 Vimmerby,> 1 000 kW,0,0
2019,0884 Vimmerby,Totalt,87,1.96
2019,0885 Borgholm,< 20 kw,..,..
2019,0885 Borgholm,20 kW - 1 000 kW,..,..
2019,0885 Borgholm,> 1 000 kW,0,0
2019,0885 Borgholm,Totalt,..,..
2019,0980 Gotland,< 20 kw,740,6.32
2019,0980 Gotland,20 kW - 1 000 kW,85,2.92
2019,0980 Gotland,> 1 000 kW,0,0
2019,0980 Gotland,Totalt,825,9.24
2019,1060 Olofström,< 20 kw,56,0.47
2019,1060 Olofström,20 kW - 1 000 kW,2,0.09
2019,1060 Olofström,> 1 000 kW,0,0
2019,1060 Olofström,Totalt,58,0.56
2019,1080 Karlskrona,< 20 kw,340,2.85
2019,1080 Karlskrona,20 kW - 1 000 kW,29,2.94
2019,1080 Karlskrona,> 1 000 kW,0,0
2019,1080 Karlskrona,Totalt,369,5.8
2019,1081 Ronneby,< 20 kw,120,1.03
2019,1081 Ronneby,20 kW - 1 000 kW,19,0.8
2019,1081 Ronneby,> 1 000 kW,0,0
2019,1081 Ronneby,Totalt,139,1.83
2019,1082 Karlshamn,< 20 kw,165,1.47
2019,1082 Karlshamn,20 kW - 1 000 kW,18,0.84
2019,1082 Karlshamn,> 1 000 kW,0,0
2019,1082 Karlshamn,Totalt,183,2.31
2019,1083 Sölvesborg,< 20 kw,124,1.11
2019,1083 Sölvesborg,20 kW - 1 000 kW,7,0.44
2019,1083 Sölvesborg,> 1 000 kW,0,0
2019,1083 Sölvesborg,Totalt,131,1.55
2019,1214 Svalöv,< 20 kw,71,0.68
2019,1214 Svalöv,20 kW - 1 000 kW,22,1.09
2019,1214 Svalöv,> 1 000 kW,0,0
2019,1214 Svalöv,Totalt,93,1.76
2019,1230 Staffanstorp,< 20 kw,109,1.13
2019,1230 Staffanstorp,20 kW - 1 000 kW,27,0.93
2019,1230 Staffanstorp,> 1 000 kW,0,0
2019,1230 Staffanstorp,Totalt,136,2.07
2019,1231 Burlöv,< 20 kw,43,0.4
2019,1231 Burlöv,20 kW - 1 000 kW,9,0.56
2019,1231 Burlöv,> 1 000 kW,0,0
2019,1231 Burlöv,Totalt,52,0.96
2019,1233 Vellinge,< 20 kw,215,2.21
2019,1233 Vellinge,20 kW - 1 000 kW,28,1.2
2019,1233 Vellinge,> 1 000 kW,0,0
2019,1233 Vellinge,Totalt,243,3.41
2019,1256 Östra Göinge,< 20 kw,85,0.73
2019,1256 Östra Göinge,20 kW - 1 000 kW,17,1.12
2019,1256 Östra Göinge,> 1 000 kW,0,0
2019,1256 Östra Göinge,Totalt,102,1.85
2019,1257 Örkelljunga,< 20 kw,65,0.55
2019,1257 Örkelljunga,20 kW - 1 000 kW,5,0.47
2019,1257 Örkelljunga,> 1 000 kW,0,0
2019,1257 Örkelljunga,Totalt,70,1.02
2019,1260 Bjuv,< 20 kw,56,0.55
2019,1260 Bjuv,20 kW - 1 000 kW,4,0.24
2019,1260 Bjuv,> 1 000 kW,0,0
2019,1260 Bjuv,Totalt,60,0.79
2019,1261 Kävlinge,< 20 kw,204,2
2019,1261 Kävlinge,20 kW - 1 000 kW,21,1.23
2019,1261 Kävlinge,> 1 000 kW,0,0
2019,1261 Kävlinge,Totalt,225,3.23
2019,1262 Lomma,< 20 kw,114,0.93
2019,1262 Lomma,20 kW - 1 000 kW,15,0.57
2019,1262 Lomma,> 1 000 kW,0,0
2019,1262 Lomma,Totalt,129,1.5
2019,1263 Svedala,< 20 kw,79,0.77
2019,1263 Svedala,20 kW - 1 000 kW,21,1.27
2019,1263 Svedala,> 1 000 kW,0,0
2019,1263 Svedala,Totalt,100,2.05
2019,1264 Skurup,< 20 kw,96,1.07
2019,1264 Skurup,20 kW - 1 000 kW,26,1.33
2019,1264 Skurup,> 1 000 kW,0,0
2019,1264 Skurup,Totalt,122,2.4
2019,1265 Sjöbo,< 20 kw,194,1.59
2019,1265 Sjöbo,20 kW - 1 000 kW,45,6.19
2019,1265 Sjöbo,> 1 000 kW,0,0
2019,1265 Sjöbo,Totalt,239,7.79
2019,1266 Hörby,< 20 kw,132,1.15
2019,1266 Hörby,20 kW - 1 000 kW,12,0.41
2019,1266 Hörby,> 1 000 kW,0,0
2019,1266 Hörby,Totalt,144,1.56
2019,1267 Höör,< 20 kw,174,1.51
2019,1267 Höör,20 kW - 1 000 kW,22,1.4
2019,1267 Höör,> 1 000 kW,0,0
2019,1267 Höör,Totalt,196,2.91
2019,1270 Tomelilla,< 20 kw,115,1.18
2019,1270 Tomelilla,20 kW - 1 000 kW,21,1.16
2019,1270 Tomelilla,> 1 000 kW,0,0
2019,1270 Tomelilla,Totalt,136,2.34
2019,1272 Bromölla,< 20 kw,51,0.53
2019,1272 Bromölla,20 kW - 1 000 kW,3,0.15
2019,1272 Bromölla,> 1 000 kW,0,0
2019,1272 Bromölla,Totalt,54,0.68
2019,1273 Osby,< 20 kw,79,0.65
2019,1273 Osby,20 kW - 1 000 kW,8,0.54
2019,1273 Osby,> 1 000 kW,0,0
2019,1273 Osby,Totalt,87,1.19
2019,1275 Perstorp,< 20 kw,33,0.32
2019,1275 Perstorp,20 kW - 1 000 kW,1,0.07
2019,1275 Perstorp,> 1 000 kW,0,0
2019,1275 Perstorp,Totalt,34,0.38
2019,1276 Klippan,< 20 kw,124,1.1
2019,1276 Klippan,20 kW - 1 000 kW,14,0.43
2019,1276 Klippan,> 1 000 kW,0,0
2019,1276 Klippan,Totalt,138,1.53
2019,1277 Åstorp,< 20 kw,51,0.49
2019,1277 Åstorp,20 kW - 1 000 kW,9,0.28
2019,1277 Åstorp,> 1 000 kW,0,0
2019,1277 Åstorp,Totalt,60,0.77
2019,1278 Båstad,< 20 kw,123,1.09
2019,1278 Båstad,20 kW - 1 000 kW,13,0.67
2019,1278 Båstad,> 1 000 kW,0,0
2019,1278 Båstad,Totalt,136,1.76
2019,1280 Malmö,< 20 kw,363,3.28
2019,1280 Malmö,20 kW - 1 000 kW,154,9.36
2019,1280 Malmö,> 1 000 kW,0,0
2019,1280 Malmö,Totalt,517,12.64
2019,1281 Lund,< 20 kw,469,3.66
2019,1281 Lund,20 kW - 1 000 kW,108,5.76
2019,1281 Lund,> 1 000 kW,0,0
2019,1281 Lund,Totalt,577,9.43
2019,1282 Landskrona,< 20 kw,120,1.05
2019,1282 Landskrona,20 kW - 1 000 kW,12,1.23
2019,1282 Landskrona,> 1 000 kW,0,0
2019,1282 Landskrona,Totalt,132,2.28
2019,1283 Helsingborg,< 20 kw,315,3.08
2019,1283 Helsingborg,20 kW - 1 000 kW,106,7.24
2019,1283 Helsingborg,> 1 000 kW,0,0
2019,1283 Helsingborg,Totalt,421,10.32
2019,1284 Höganäs,< 20 kw,151,1.41
2019,1284 Höganäs,20 kW - 1 000 kW,17,1.06
2019,1284 Höganäs,> 1 000 kW,0,0
2019,1284 Höganäs,Totalt,168,2.47
2019,1285 Eslöv,< 20 kw,258,2.05
2019,1285 Eslöv,20 kW - 1 000 kW,40,1.76
2019,1285 Eslöv,> 1 000 kW,0,0
2019,1285 Eslöv,Totalt,298,3.81
2019,1286 Ystad,< 20 kw,216,2.38
2019,1286 Ystad,20 kW - 1 000 kW,44,2.34
2019,1286 Ystad,> 1 000 kW,0,0
2019,1286 Ystad,Totalt,260,4.71
2019,1287 Trelleborg,< 20 kw,169,1.74
2019,1287 Trelleborg,20 kW - 1 000 kW,53,2.16
2019,1287 Trelleborg,> 1 000 kW,0,0
2019,1287 Trelleborg,Totalt,222,3.89
2019,1290 Kristianstad,< 20 kw,410,3.68
2019,1290 Kristianstad,20 kW - 1 000 kW,79,4.16
2019,1290 Kristianstad,> 1 000 kW,0,0
2019,1290 Kristianstad,Totalt,489,7.83
2019,1291 Simrishamn,< 20 kw,261,2.15
2019,1291 Simrishamn,20 kW - 1 000 kW,33,2.26
2019,1291 Simrishamn,> 1 000 kW,0,0
2019,1291 Simrishamn,Totalt,294,4.42
2019,1292 Ängelholm,< 20 kw,219,2.2
2019,1292 Ängelholm,20 kW - 1 000 kW,44,2.35
2019,1292 Ängelholm,> 1 000 kW,0,0
2019,1292 Ängelholm,Totalt,263,4.56
2019,1293 Hässleholm,< 20 kw,289,2.59
2019,1293 Hässleholm,20 kW - 1 000 kW,30,2.09
2019,1293 Hässleholm,> 1 000 kW,0,0
2019,1293 Hässleholm,Totalt,319,4.68
2019,1315 Hylte,< 20 kw,73,0.76
2019,1315 Hylte,20 kW - 1 000 kW,10,0.32
2019,1315 Hylte,> 1 000 kW,0,0
2019,1315 Hylte,Totalt,83,1.08
2019,1380 Halmstad,< 20 kw,485,4.68
2019,1380 Halmstad,20 kW - 1 000 kW,78,4.16
2019,1380 Halmstad,> 1 000 kW,0,0
2019,1380 Halmstad,Totalt,563,8.84
2019,1381 Laholm,< 20 kw,239,2.14
2019,1381 Laholm,20 kW - 1 000 kW,25,1.02
2019,1381 Laholm,> 1 000 kW,0,0
2019,1381 Laholm,Totalt,264,3.16
2019,1382 Falkenberg,< 20 kw,394,3.55
2019,1382 Falkenberg,20 kW - 1 000 kW,71,3.38
2019,1382 Falkenberg,> 1 000 kW,0,0
2019,1382 Falkenberg,Totalt,465,6.93
2019,1383 Varberg,< 20 kw,554,5.66
2019,1383 Varberg,20 kW - 1 000 kW,85,3.44
2019,1383 Varberg,> 1 000 kW,1,2.7
2019,1383 Varberg,Totalt,640,11.8
2019,1384 Kungsbacka,< 20 kw,639,6.09
2019,1384 Kungsbacka,20 kW - 1 000 kW,92,5.4
2019,1384 Kungsbacka,> 1 000 kW,0,0
2019,1384 Kungsbacka,Totalt,731,11.5
2019,1401 Härryda,< 20 kw,207,1.93
2019,1401 Härryda,20 kW - 1 000 kW,17,0.71
2019,1401 Härryda,> 1 000 kW,0,0
2019,1401 Härryda,Totalt,224,2.63
2019,1402 Partille,< 20 kw,128,1.1
2019,1402 Partille,20 kW - 1 000 kW,4,0.5
2019,1402 Partille,> 1 000 kW,0,0
2019,1402 Partille,Totalt,132,1.6
2019,1407 Öckerö,< 20 kw,110,1.07
2019,1407 Öckerö,20 kW - 1 000 kW,7,0.43
2019,1407 Öckerö,> 1 000 kW,0,0
2019,1407 Öckerö,Totalt,117,1.5
2019,1415 Stenungsund,< 20 kw,194,1.7
2019,1415 Stenungsund,20 kW - 1 000 kW,10,0.33
2019,1415 Stenungsund,> 1 000 kW,0,0
2019,1415 Stenungsund,Totalt,204,2.03
2019,1419 Tjörn,< 20 kw,188,1.69
2019,1419 Tjörn,20 kW - 1 000 kW,16,0.9
2019,1419 Tjörn,> 1 000 kW,0,0
2019,1419 Tjörn,Totalt,204,2.59
2019,1421 Orust,< 20 kw,213,1.96
2019,1421 Orust,20 kW - 1 000 kW,21,1.43
2019,1421 Orust,> 1 000 kW,0,0
2019,1421 Orust,Totalt,234,3.39
2019,1427 Sotenäs,< 20 kw,68,0.54
2019,1427 Sotenäs,20 kW - 1 000 kW,13,0.72
2019,1427 Sotenäs,> 1 000 kW,0,0
2019,1427 Sotenäs,Totalt,81,1.26
2019,1430 Munkedal,< 20 kw,59,0.63
2019,1430 Munkedal,20 kW - 1 000 kW,8,0.27
2019,1430 Munkedal,> 1 000 kW,0,0
2019,1430 Munkedal,Totalt,67,0.9
2019,1435 Tanum,< 20 kw,145,1.29
2019,1435 Tanum,20 kW - 1 000 kW,21,0.56
2019,1435 Tanum,> 1 000 kW,0,0
2019,1435 Tanum,Totalt,166,1.85
2019,1438 Dals-Ed,< 20 kw,..,..
2019,1438 Dals-Ed,20 kW - 1 000 kW,..,..
2019,1438 Dals-Ed,> 1 000 kW,0,0
2019,1438 Dals-Ed,Totalt,29,0.3
2019,1439 Färgelanda,< 20 kw,..,..
2019,1439 Färgelanda,20 kW - 1 000 kW,..,..
2019,1439 Färgelanda,> 1 000 kW,0,0
2019,1439 Färgelanda,Totalt,34,0.46
2019,1440 Ale,< 20 kw,..,..
2019,1440 Ale,20 kW - 1 000 kW,..,..
2019,1440 Ale,> 1 000 kW,0,0
2019,1440 Ale,Totalt,..,..
2019,1441 Lerum,< 20 kw,234,1.94
2019,1441 Lerum,20 kW - 1 000 kW,25,1.28
2019,1441 Lerum,> 1 000 kW,0,0
2019,1441 Lerum,Totalt,259,3.22
2019,1442 Vårgårda,< 20 kw,60,0.53
2019,1442 Vårgårda,20 kW - 1 000 kW,10,0.39
2019,1442 Vårgårda,> 1 000 kW,0,0
2019,1442 Vårgårda,Totalt,70,0.92
2019,1443 Bollebygd,< 20 kw,54,0.62
2019,1443 Bollebygd,20 kW - 1 000 kW,5,0.17
2019,1443 Bollebygd,> 1 000 kW,0,0
2019,1443 Bollebygd,Totalt,59,0.79
2019,1444 Grästorp,< 20 kw,25,0.21
2019,1444 Grästorp,20 kW - 1 000 kW,11,0.44
2019,1444 Grästorp,> 1 000 kW,0,0
2019,1444 Grästorp,Totalt,36,0.65
2019,1445 Essunga,< 20 kw,51,0.47
2019,1445 Essunga,20 kW - 1 000 kW,13,0.34
2019,1445 Essunga,> 1 000 kW,0,0
2019,1445 Essunga,Totalt,64,0.82
2019,1446 Karlsborg,< 20 kw,38,0.33
2019,1446 Karlsborg,20 kW - 1 000 kW,2,0.04
2019,1446 Karlsborg,> 1 000 kW,0,0
2019,1446 Karlsborg,Totalt,40,0.37
2019,1447 Gullspång,< 20 kw,38,0.35
2019,1447 Gullspång,20 kW - 1 000 kW,4,0.38
2019,1447 Gullspång,> 1 000 kW,0,0
2019,1447 Gullspång,Totalt,42,0.73
2019,1452 Tranemo,< 20 kw,82,0.78
2019,1452 Tranemo,20 kW - 1 000 kW,11,0.39
2019,1452 Tranemo,> 1 000 kW,0,0
2019,1452 Tranemo,Totalt,93,1.17
2019,1460 Bengtsfors,< 20 kw,64,0.58
2019,1460 Bengtsfors,20 kW - 1 000 kW,2,0.07
2019,1460 Bengtsfors,> 1 000 kW,0,0
2019,1460 Bengtsfors,Totalt,66,0.65
2019,1461 Mellerud,< 20 kw,74,0.65
2019,1461 Mellerud,20 kW - 1 000 kW,7,0.29
2019,1461 Mellerud,> 1 000 kW,0,0
2019,1461 Mellerud,Totalt,81,0.94
2019,1462 Lilla Edet,< 20 kw,47,0.39
2019,1462 Lilla Edet,20 kW - 1 000 kW,9,0.47
2019,1462 Lilla Edet,> 1 000 kW,0,0
2019,1462 Lilla Edet,Totalt,56,0.86
2019,1463 Mark,< 20 kw,178,1.81
2019,1463 Mark,20 kW - 1 000 kW,21,0.78
2019,1463 Mark,> 1 000 kW,0,0
2019,1463 Mark,Totalt,199,2.59
2019,1465 Svenljunga,< 20 kw,62,0.63
2019,1465 Svenljunga,20 kW - 1 000 kW,7,0.51
2019,1465 Svenljunga,> 1 000 kW,0,0
2019,1465 Svenljunga,Totalt,69,1.14
2019,1466 Herrljunga,< 20 kw,87,0.88
2019,1466 Herrljunga,20 kW - 1 000 kW,22,1.28
2019,1466 Herrljunga,> 1 000 kW,0,0
2019,1466 Herrljunga,Totalt,109,2.16
2019,1470 Vara,< 20 kw,102,1.09
2019,1470 Vara,20 kW - 1 000 kW,25,0.81
2019,1470 Vara,> 1 000 kW,0,0
2019,1470 Vara,Totalt,127,1.9
2019,1471 Götene,< 20 kw,83,0.73
2019,1471 Götene,20 kW - 1 000 kW,21,1.89
2019,1471 Götene,> 1 000 kW,0,0
2019,1471 Götene,Totalt,104,2.62
2019,1472 Tibro,< 20 kw,55,0.56
2019,1472 Tibro,20 kW - 1 000 kW,6,0.17
2019,1472 Tibro,> 1 000 kW,0,0
2019,1472 Tibro,Totalt,61,0.73
2019,1473 Töreboda,< 20 kw,46,0.49
2019,1473 Töreboda,20 kW - 1 000 kW,16,0.57
2019,1473 Töreboda,> 1 000 kW,0,0
2019,1473 Töreboda,Totalt,62,1.06
2019,1480 Göteborg,< 20 kw,952,8.66
2019,1480 Göteborg,20 kW - 1 000 kW,156,8.93
2019,1480 Göteborg,> 1 000 kW,1,5
2019,1480 Göteborg,Totalt,1109,22.58
2019,1481 Mölndal,< 20 kw,241,2.3
2019,1481 Mölndal,20 kW - 1 000 kW,36,1.6
2019,1481 Mölndal,> 1 000 kW,0,0
2019,1481 Mölndal,Totalt,277,3.9
2019,1482 Kungälv,< 20 kw,223,2.2
2019,1482 Kungälv,20 kW - 1 000 kW,34,1.52
2019,1482 Kungälv,> 1 000 kW,0,0
2019,1482 Kungälv,Totalt,257,3.72
2019,1484 Lysekil,< 20 kw,74,0.63
2019,1484 Lysekil,20 kW - 1 000 kW,5,0.45
2019,1484 Lysekil,> 1 000 kW,0,0
2019,1484 Lysekil,Totalt,79,1.08
2019,1485 Uddevalla,< 20 kw,236,2.26
2019,1485 Uddevalla,20 kW - 1 000 kW,23,1.07
2019,1485 Uddevalla,> 1 000 kW,0,0
2019,1485 Uddevalla,Totalt,259,3.33
2019,1486 Strömstad,< 20 kw,72,0.56
2019,1486 Strömstad,20 kW - 1 000 kW,8,0.23
2019,1486 Strömstad,> 1 000 kW,0,0
2019,1486 Strömstad,Totalt,80,0.79
2019,1487 Vänersborg,< 20 kw,121,1.07
2019,1487 Vänersborg,20 kW - 1 000 kW,18,0.92
2019,1487 Vänersborg,> 1 000 kW,0,0
2019,1487 Vänersborg,Totalt,139,1.99
2019,1488 Trollhättan,< 20 kw,159,1.5
2019,1488 Trollhättan,20 kW - 1 000 kW,39,1.85
2019,1488 Trollhättan,> 1 000 kW,0,0
2019,1488 Trollhättan,Totalt,198,3.35
2019,1489 Alingsås,< 20 kw,194,1.83
2019,1489 Alingsås,20 kW - 1 000 kW,27,1.35
2019,1489 Alingsås,> 1 000 kW,0,0
2019,1489 Alingsås,Totalt,221,3.18
2019,1490 Borås,< 20 kw,305,3.02
2019,1490 Borås,20 kW - 1 000 kW,52,3.14
2019,1490 Borås,> 1 000 kW,0,0
2019,1490 Borås,Totalt,357,6.15
2019,1491 Ulricehamn,< 20 kw,149,1.39
2019,1491 Ulricehamn,20 kW - 1 000 kW,24,0.98
2019,1491 Ulricehamn,> 1 000 kW,0,0
2019,1491 Ulricehamn,Totalt,173,2.37
2019,1492 Åmål,< 20 kw,..,..
2019,1492 Åmål,20 kW - 1 000 kW,..,..
2019,1492 Åmål,> 1 000 kW,0,0
2019,1492 Åmål,Totalt,..,..
2019,1493 Mariestad,< 20 kw,117,1.13
2019,1493 Mariestad,20 kW - 1 000 kW,14,0.62
2019,1493 Mariestad,> 1 000 kW,0,0
2019,1493 Mariestad,Totalt,131,1.75
2019,1494 Lidköping,< 20 kw,199,1.92
2019,1494 Lidköping,20 kW - 1 000 kW,49,2.1
2019,1494 Lidköping,> 1 000 kW,0,0
2019,1494 Lidköping,Totalt,248,4.02
2019,1495 Skara,< 20 kw,75,0.73
2019,1495 Skara,20 kW - 1 000 kW,18,2.17
2019,1495 Skara,> 1 000 kW,0,0
2019,1495 Skara,Totalt,93,2.9
2019,1496 Skövde,< 20 kw,222,2.2
2019,1496 Skövde,20 kW - 1 000 kW,37,3.63
2019,1496 Skövde,> 1 000 kW,0,0
2019,1496 Skövde,Totalt,259,5.83
2019,1497 Hjo,< 20 kw,47,0.46
2019,1497 Hjo,20 kW - 1 000 kW,9,0.45
2019,1497 Hjo,> 1 000 kW,0,0
2019,1497 Hjo,Totalt,56,0.91
2019,1498 Tidaholm,< 20 kw,62,0.49
2019,1498 Tidaholm,20 kW - 1 000 kW,7,0.28
2019,1498 Tidaholm,> 1 000 kW,0,0
2019,1498 Tidaholm,Totalt,69,0.77
2019,1499 Falköping,< 20 kw,171,1.61
2019,1499 Falköping,20 kW - 1 000 kW,28,1.17
2019,1499 Falköping,> 1 000 kW,0,0
2019,1499 Falköping,Totalt,199,2.78
2019,1715 Kil,< 20 kw,75,0.71
2019,1715 Kil,20 kW - 1 000 kW,4,0.13
2019,1715 Kil,> 1 000 kW,0,0
2019,1715 Kil,Totalt,79,0.84
2019,1730 Eda,< 20 kw,19,0.14
2019,1730 Eda,20 kW - 1 000 kW,1,0.03
2019,1730 Eda,> 1 000 kW,0,0
2019,1730 Eda,Totalt,20,0.17
2019,1737 Torsby,< 20 kw,46,0.44
2019,1737 Torsby,20 kW - 1 000 kW,8,0.34
2019,1737 Torsby,> 1 000 kW,0,0
2019,1737 Torsby,Totalt,54,0.78
2019,1760 Storfors,< 20 kw,20,0.15
2019,1760 Storfors,20 kW - 1 000 kW,3,0.09
2019,1760 Storfors,> 1 000 kW,0,0
2019,1760 Storfors,Totalt,23,0.24
2019,1761 Hammarö,< 20 kw,88,0.79
2019,1761 Hammarö,20 kW - 1 000 kW,3,0.07
2019,1761 Hammarö,> 1 000 kW,0,0
2019,1761 Hammarö,Totalt,91,0.87
2019,1762 Munkfors,< 20 kw,12,0.12
2019,1762 Munkfors,20 kW - 1 000 kW,1,0.02
2019,1762 Munkfors,> 1 000 kW,0,0
2019,1762 Munkfors,Totalt,13,0.14
2019,1763 Forshaga,< 20 kw,37,0.34
2019,1763 Forshaga,20 kW - 1 000 kW,3,0.09
2019,1763 Forshaga,> 1 000 kW,0,0
2019,1763 Forshaga,Totalt,40,0.43
2019,1764 Grums,< 20 kw,43,0.41
2019,1764 Grums,20 kW - 1 000 kW,3,0.13
2019,1764 Grums,> 1 000 kW,0,0
2019,1764 Grums,Totalt,46,0.54
2019,1765 Årjäng,< 20 kw,100,0.81
2019,1765 Årjäng,20 kW - 1 000 kW,6,0.22
2019,1765 Årjäng,> 1 000 kW,0,0
2019,1765 Årjäng,Totalt,106,1.03
2019,1766 Sunne,< 20 kw,121,1.03
2019,1766 Sunne,20 kW - 1 000 kW,6,0.14
2019,1766 Sunne,> 1 000 kW,0,0
2019,1766 Sunne,Totalt,127,1.17
2019,1780 Karlstad,< 20 kw,307,2.66
2019,1780 Karlstad,20 kW - 1 000 kW,45,1.43
2019,1780 Karlstad,> 1 000 kW,0,0
2019,1780 Karlstad,Totalt,352,4.08
2019,1781 Kristinehamn,< 20 kw,89,0.83
2019,1781 Kristinehamn,20 kW - 1 000 kW,13,1.09
2019,1781 Kristinehamn,> 1 000 kW,0,0
2019,1781 Kristinehamn,Totalt,102,1.91
2019,1782 Filipstad,< 20 kw,33,0.28
2019,1782 Filipstad,20 kW - 1 000 kW,0,0
2019,1782 Filipstad,> 1 000 kW,0,0
2019,1782 Filipstad,Totalt,33,0.28
2019,1783 Hagfors,< 20 kw,64,0.63
2019,1783 Hagfors,20 kW - 1 000 kW,4,0.14
2019,1783 Hagfors,> 1 000 kW,0,0
2019,1783 Hagfors,Totalt,68,0.77
2019,1784 Arvika,< 20 kw,116,1.01
2019,1784 Arvika,20 kW - 1 000 kW,17,2.81
2019,1784 Arvika,> 1 000 kW,0,0
2019,1784 Arvika,Totalt,133,3.82
2019,1785 Säffle,< 20 kw,64,0.59
2019,1785 Säffle,20 kW - 1 000 kW,5,0.2
2019,1785 Säffle,> 1 000 kW,0,0
2019,1785 Säffle,Totalt,69,0.79
2019,1814 Lekeberg,< 20 kw,60,0.57
2019,1814 Lekeberg,20 kW - 1 000 kW,8,0.32
2019,1814 Lekeberg,> 1 000 kW,0,0
2019,1814 Lekeberg,Totalt,68,0.89
2019,1860 Laxå,< 20 kw,38,0.34
2019,1860 Laxå,20 kW - 1 000 kW,6,0.27
2019,1860 Laxå,> 1 000 kW,0,0
2019,1860 Laxå,Totalt,44,0.61
2019,1861 Hallsberg,< 20 kw,67,0.69
2019,1861 Hallsberg,20 kW - 1 000 kW,13,0.42
2019,1861 Hallsberg,> 1 000 kW,0,0
2019,1861 Hallsberg,Totalt,80,1.11
2019,1862 Degerfors,< 20 kw,63,0.53
2019,1862 Degerfors,20 kW - 1 000 kW,4,0.13
2019,1862 Degerfors,> 1 000 kW,0,0
2019,1862 Degerfors,Totalt,67,0.66
